Program,Cache,Write,Replace,Memory,Cache Hit,Cache Miss,Cache Ratio,Cache Total
0,1,0,0,1,10,2,83.333,12
0,1,0,1,1,10,2,83.333,12
0,1,0,2,1,10,2,83.333,12
0,1,0,3,1,10,2,83.333,12
0,1,0,4,1,10,2,83.333,12
0,1,0,5,1,10,2,83.333,12
0,1,1,0,0,10,2,83.333,12
0,1,1,1,0,10,2,83.333,12
0,1,1,2,0,10,2,83.333,12
0,1,1,3,0,10,2,83.333,12
0,1,1,4,0,10,2,83.333,12
0,1,1,5,0,10,2,83.333,12
0,2,0,0,1,10,2,83.333,12
0,2,0,1,1,10,2,83.333,12
0,2,0,2,1,10,2,83.333,12
0,2,0,3,1,10,2,83.333,12
0,2,0,4,1,10,2,83.333,12
0,2,0,5,1,10,2,83.333,12
0,2,1,0,0,10,2,83.333,12
0,2,1,1,0,10,2,83.333,12
0,2,1,2,0,10,2,83.333,12
0,2,1,3,0,10,2,83.333,12
0,2,1,4,0,10,2,83.333,12
0,2,1,5,0,10,2,83.333,12
0,3,0,0,1,10,2,83.333,12
0,3,0,1,1,10,2,83.333,12
0,3,0,2,1,10,2,83.333,12
0,3,0,3,1,10,2,83.333,12
0,3,0,4,1,10,2,83.333,12
0,3,0,5,1,10,2,83.333,12
0,3,1,0,0,10,2,83.333,12
0,3,1,1,0,10,2,83.333,12
0,3,1,2,0,10,2,83.333,12
0,3,1,3,0,10,2,83.333,12
0,3,1,4,0,10,2,83.333,12
0,3,1,5,0,10,2,83.333,12
1,1,0,0,2,14,2,87.5,16
1,1,0,1,2,14,2,87.5,16
1,1,0,2,2,14,2,87.5,16
1,1,0,3,2,14,2,87.5,16
1,1,0,4,2,14,2,87.5,16
1,1,0,5,2,14,2,87.5,16
1,1,1,0,0,14,2,87.5,16
1,1,1,1,0,14,2,87.5,16
1,1,1,2,0,14,2,87.5,16
1,1,1,3,0,14,2,87.5,16
1,1,1,4,0,14,2,87.5,16
1,1,1,5,0,14,2,87.5,16
1,2,0,0,2,14,2,87.5,16
1,2,0,1,2,14,2,87.5,16
1,2,0,2,2,14,2,87.5,16
1,2,0,3,2,14,2,87.5,16
1,2,0,4,2,14,2,87.5,16
1,2,0,5,2,14,2,87.5,16
1,2,1,0,0,14,2,87.5,16
1,2,1,1,0,14,2,87.5,16
1,2,1,2,0,14,2,87.5,16
1,2,1,3,0,14,2,87.5,16
1,2,1,4,0,14,2,87.5,16
1,2,1,5,0,14,2,87.5,16
1,3,0,0,2,14,2,87.5,16
1,3,0,1,2,14,2,87.5,16
1,3,0,2,2,14,2,87.5,16
1,3,0,3,2,14,2,87.5,16
1,3,0,4,2,14,2,87.5,16
1,3,0,5,2,14,2,87.5,16
1,3,1,0,0,14,2,87.5,16
1,3,1,1,0,14,2,87.5,16
1,3,1,2,0,14,2,87.5,16
1,3,1,3,0,14,2,87.5,16
1,3,1,4,0,14,2,87.5,16
1,3,1,5,0,14,2,87.5,16
2,1,0,0,206,1959,3,99.847,1962
2,1,0,1,206,1959,3,99.847,1962
2,1,0,2,206,1959,3,99.847,1962
2,1,0,3,206,1959,3,99.847,1962
2,1,0,4,206,1959,3,99.847,1962
2,1,0,5,206,1959,3,99.847,1962
2,1,1,0,0,1959,3,99.847,1962
2,1,1,1,0,1959,3,99.847,1962
2,1,1,2,0,1959,3,99.847,1962
2,1,1,3,0,1959,3,99.847,1962
2,1,1,4,0,1959,3,99.847,1962
2,1,1,5,0,1959,3,99.847,1962
2,2,0,0,206,1959,3,99.847,1962
2,2,0,1,206,1959,3,99.847,1962
2,2,0,2,206,1959,3,99.847,1962
2,2,0,3,206,1959,3,99.847,1962
2,2,0,4,206,1959,3,99.847,1962
2,2,0,5,206,1959,3,99.847,1962
2,2,1,0,0,1959,3,99.847,1962
2,2,1,1,0,1959,3,99.847,1962
2,2,1,2,0,1959,3,99.847,1962
2,2,1,3,0,1959,3,99.847,1962
2,2,1,4,0,1959,3,99.847,1962
2,2,1,5,0,1959,3,99.847,1962
2,3,0,0,206,1959,3,99.847,1962
2,3,0,1,206,1959,3,99.847,1962
2,3,0,2,206,1959,3,99.847,1962
2,3,0,3,206,1959,3,99.847,1962
2,3,0,4,206,1959,3,99.847,1962
2,3,0,5,206,1959,3,99.847,1962
2,3,1,0,0,1959,3,99.847,1962
2,3,1,1,0,1959,3,99.847,1962
2,3,1,2,0,1959,3,99.847,1962
2,3,1,3,0,1959,3,99.847,1962
2,3,1,4,0,1959,3,99.847,1962
2,3,1,5,0,1959,3,99.847,1962
3,1,0,0,41,392,10,97.512,402
3,1,0,1,41,392,10,97.512,402
3,1,0,2,41,392,10,97.512,402
3,1,0,3,41,392,10,97.512,402
3,1,0,4,41,392,10,97.512,402
3,1,0,5,41,392,10,97.512,402
3,1,1,0,0,392,10,97.512,402
3,1,1,1,0,392,10,97.512,402
3,1,1,2,0,392,10,97.512,402
3,1,1,3,0,392,10,97.512,402
3,1,1,4,0,392,10,97.512,402
3,1,1,5,0,392,10,97.512,402
3,2,0,0,41,392,10,97.512,402
3,2,0,1,41,392,10,97.512,402
3,2,0,2,41,392,10,97.512,402
3,2,0,3,41,392,10,97.512,402
3,2,0,4,41,392,10,97.512,402
3,2,0,5,41,392,10,97.512,402
3,2,1,0,0,392,10,97.512,402
3,2,1,1,0,392,10,97.512,402
3,2,1,2,0,392,10,97.512,402
3,2,1,3,0,392,10,97.512,402
3,2,1,4,0,392,10,97.512,402
3,2,1,5,0,392,10,97.512,402
3,3,0,0,41,392,10,97.512,402
3,3,0,1,41,392,10,97.512,402
3,3,0,2,41,392,10,97.512,402
3,3,0,3,41,392,10,97.512,402
3,3,0,4,41,392,10,97.512,402
3,3,0,5,41,392,10,97.512,402
3,3,1,0,0,392,10,97.512,402
3,3,1,1,0,392,10,97.512,402
3,3,1,2,0,392,10,97.512,402
3,3,1,3,0,392,10,97.512,402
3,3,1,4,0,392,10,97.512,402
3,3,1,5,0,392,10,97.512,402
4,1,0,0,153,1748,23,98.701,1771
4,1,0,1,153,1748,23,98.701,1771
4,1,0,2,153,1748,23,98.701,1771
4,1,0,3,153,1748,23,98.701,1771
4,1,0,4,153,1748,23,98.701,1771
4,1,0,5,153,1748,23,98.701,1771
4,1,1,0,0,1748,23,98.701,1771
4,1,1,1,0,1748,23,98.701,1771
4,1,1,2,0,1748,23,98.701,1771
4,1,1,3,0,1748,23,98.701,1771
4,1,1,4,0,1748,23,98.701,1771
4,1,1,5,0,1748,23,98.701,1771
4,2,0,0,153,1745,26,98.532,1771
4,2,0,1,153,1745,26,98.532,1771
4,2,0,2,153,1745,26,98.532,1771
4,2,0,3,153,1745,26,98.532,1771
4,2,0,4,153,1745,26,98.532,1771
4,2,0,5,153,1745,26,98.532,1771
4,2,1,0,6,1745,26,98.532,1771
4,2,1,1,6,1745,26,98.532,1771
4,2,1,2,6,1745,26,98.532,1771
4,2,1,3,6,1745,26,98.532,1771
4,2,1,4,6,1745,26,98.532,1771
4,2,1,5,6,1745,26,98.532,1771
4,3,0,0,153,1748,23,98.701,1771
4,3,0,1,153,1748,23,98.701,1771
4,3,0,2,153,1748,23,98.701,1771
4,3,0,3,153,1748,23,98.701,1771
4,3,0,4,153,1748,23,98.701,1771
4,3,0,5,153,1748,23,98.701,1771
4,3,1,0,0,1748,23,98.701,1771
4,3,1,1,0,1748,23,98.701,1771
4,3,1,2,0,1748,23,98.701,1771
4,3,1,3,0,1748,23,98.701,1771
4,3,1,4,0,1748,23,98.701,1771
4,3,1,5,0,1748,23,98.701,1771
5,1,0,0,494,4316,11,99.746,4327
5,1,0,1,494,4316,11,99.746,4327
5,1,0,2,494,4316,11,99.746,4327
5,1,0,3,494,4316,11,99.746,4327
5,1,0,4,494,4316,11,99.746,4327
5,1,0,5,494,4316,11,99.746,4327
5,1,1,0,0,4316,11,99.746,4327
5,1,1,1,0,4316,11,99.746,4327
5,1,1,2,0,4316,11,99.746,4327
5,1,1,3,0,4316,11,99.746,4327
5,1,1,4,0,4316,11,99.746,4327
5,1,1,5,0,4316,11,99.746,4327
5,2,0,0,494,4316,11,99.746,4327
5,2,0,1,494,4316,11,99.746,4327
5,2,0,2,494,4316,11,99.746,4327
5,2,0,3,494,4316,11,99.746,4327
5,2,0,4,494,4316,11,99.746,4327
5,2,0,5,494,4316,11,99.746,4327
5,2,1,0,0,4316,11,99.746,4327
5,2,1,1,0,4316,11,99.746,4327
5,2,1,2,0,4316,11,99.746,4327
5,2,1,3,0,4316,11,99.746,4327
5,2,1,4,0,4316,11,99.746,4327
5,2,1,5,0,4316,11,99.746,4327
5,3,0,0,494,4316,11,99.746,4327
5,3,0,1,494,4316,11,99.746,4327
5,3,0,2,494,4316,11,99.746,4327
5,3,0,3,494,4316,11,99.746,4327
5,3,0,4,494,4316,11,99.746,4327
5,3,0,5,494,4316,11,99.746,4327
5,3,1,0,0,4316,11,99.746,4327
5,3,1,1,0,4316,11,99.746,4327
5,3,1,2,0,4316,11,99.746,4327
5,3,1,3,0,4316,11,99.746,4327
5,3,1,4,0,4316,11,99.746,4327
5,3,1,5,0,4316,11,99.746,4327
6,1,0,0,1026130,30425167,66074,99.783,30556803
6,1,0,1,1026130,30432226,59015,99.806,30491241
6,1,0,2,1026130,30425587,65654,99.785,47167593
6,1,0,3,1026130,30076574,414667,98.64,136514921
6,1,0,4,1026130,30425168,66073,99.783,30622100
6,1,0,5,1026130,30425167,66074,99.783,30752678
6,1,1,0,1074,30425167,66074,99.783,30556803
6,1,1,1,1043,30432366,58875,99.807,30491241
6,1,1,2,826,30425587,65654,99.785,47167593
6,1,1,3,430,30076574,414667,98.64,136514921
6,1,1,4,1074,30425168,66073,99.783,30622100
6,1,1,5,1074,30425167,66074,99.783,30752678
6,2,0,0,1026130,29970022,521219,98.291,30491241
6,2,0,1,1026130,29970022,521219,98.291,30491241
6,2,0,2,1026130,29970022,521219,98.291,30491241
6,2,0,3,1026130,29970022,521219,98.291,30491241
6,2,0,4,1026130,29970022,521219,98.291,30491241
6,2,0,5,1026130,29970022,521219,98.291,30491241
6,2,1,0,172396,29970022,521219,98.291,30491241
6,2,1,1,172396,29970022,521219,98.291,30491241
6,2,1,2,172396,29970022,521219,98.291,30491241
6,2,1,3,172396,29970022,521219,98.291,30491241
6,2,1,4,172396,29970022,521219,98.291,30491241
6,2,1,5,172396,29970022,521219,98.291,30491241
6,3,0,0,1026130,30423679,67562,99.778,30558675
6,3,0,1,1026130,30423314,67927,99.777,30491241
6,3,0,2,1026130,30271266,219975,99.279,34008793
6,3,0,3,1026130,30154401,336840,98.895,35878633
6,3,0,4,1026130,30423679,67562,99.778,30626035
6,3,0,5,1026130,30423679,67562,99.778,30760772
6,3,1,0,1833,30423679,67562,99.778,30558675
6,3,1,1,1833,30423421,67820,99.778,30491241
6,3,1,2,768,30271266,219975,99.279,34008793
6,3,1,3,689,30154401,336840,98.895,35878633
6,3,1,4,1833,30423679,67562,99.778,30626035
6,3,1,5,1833,30423679,67562,99.778,30760772
